geoname_id,synonym,word_likelihood
3601463,Santiago Puringla,1.00E-10
11875574,Korostyshiv Urban AmalgametedTerritorial Community,1.00E-10
3688215,Busbanza,1.00E-10
3847193,Departamento de La Vina,1.00E-10
6355825,Santiago del Collado,2.03E-09
6457085,La Chapelle-Iger,2.03E-09
6614959,Gamaches,8.10E-09
6542791,Valtournenche,1.01E-08
6455068,Cazevieille,2.03E-09
1651608,Kabupaten Alor,1.00E-10
7318004,City of Indianola,4.05E-09
6445601,Housseras,1.00E-10
7873237,Gramastetten,4.05E-09
6551010,Bad Berka,1.42E-08
6451276,Argoules,2.03E-09
7287631,Zermatt,2.39E-07
6557075,Wipfeld,2.03E-09
7779061,Zabaykal’skiy (Transbaikal) Kray,1.00E-10
6536508,Cornate d'Adda,2.23E-08
7165154,City of Winona,1.22E-08
4445678,Sharkey County,4.05E-08
6425643,Saint-Pierre-Avez,2.03E-09
9609514,Ciudad Bolivar,2.23E-08
6538639,Piansano,1.01E-08
7170497,Town of Adamsville,1.00E-10
3337403,Northwest,6.14E-05
9179553,Medio Baudo,1.00E-10
8132457,Jaemjoe,1.00E-10
6550069,Ebenheim,1.00E-10
6433683,Pagney,1.00E-10
7285605,Cugy (VD),1.00E-10
6454644,Saint-Maixent,2.63E-08
3294903,BA-BRC,1.00E-10
3344906,Polzela,2.03E-09
7163364,City of Hawarden,1.00E-10
7872949,Petzenkirchen,6.08E-09
751816,TR-08,8.65E-07
11239451,Buenos Aires,1.51E-05
6429488,Prats-de-Carlux,2.03E-09
6446425,Chazey-Bons,2.03E-09
7302485,Mae Khong,4.05E-09
6538186,Balzola,2.23E-08
8582014,Zitlala,1.00E-10
6357009,Chovar,4.05E-09
6538815,Centola,2.03E-09
11495015,Good Intent,3.65E-08
8631939,Boztepe Ilcesi,1.00E-10
7174357,City of Saint Anthony,1.00E-10
6437315,Montertelot,2.03E-09
6429253,Savennes,1.00E-10
6449337,Banassac-Canilhac,1.00E-10
7165311,Village of Cantrall,1.00E-10
7172974,City of Balch Springs,4.05E-09
8132243,Toesse med Tydje,1.00E-10
5243597,Town of Adrian,1.00E-10
7161332,Town of Eldorado,2.03E-09
7164208,City of State Center,1.00E-10
7165738,Village of Arrow Point,1.00E-10
7171874,Town of Hamilton,8.30E-08
6554746,Igel,4.05E-08
6319670,Buritirana,2.03E-09
6426264,Nescus,1.00E-10
6448676,Chateau-Renault,6.08E-09
6320178,Lucrecia,1.24E-07
6319053,Frei Martinho,2.03E-09
7175351,Town of Manila,2.03E-09
6440403,Guiche,1.38E-07
6940745,Sah,3.46E-07
7732715,Bayrakli,1.00E-10
6536304,Camino al Tagliamento,1.22E-08
6426461,Marolles-les-Bailly,1.00E-10
6322616,Taquarituba,1.00E-10
6536792,Sant'Angelo in Pontano,1.82E-08
4950307,Town of Savoy,2.03E-09
6550527,Zadelsdorf,1.00E-10
8133072,Fresta,1.62E-08
6321140,Arapua,1.00E-10
6612221,Saint-Martin-Riviere,1.00E-10
3671164,Quebradanegra,4.05E-09
7167609,Village of Tremont,1.00E-10
7317186,City of Luana,1.00E-10
5199880,Borough of Marietta,1.00E-10
6359885,Ramiras,1.00E-10
6612230,Saint-Pierre-Laval,2.03E-09
6555969,Boerslingen,1.00E-10
7532883,Wojcieszow,2.03E-09
11495629,Salt Spring,1.26E-07
4700488,Jackson County,2.99E-06
5278681,Village of Westfield,2.63E-08
7532437,Radowo Male,1.00E-10
7161792,Village of Old Westbury,2.03E-09
6429421,Lunas,2.55E-07
6437972,Dun-les-Places,1.00E-10
6430878,Saint-Leger-des-Aubees,1.00E-10
6557237,Apfeltrach,1.00E-10
6539374,Siamaggiore,1.01E-08
6441418,Wintershouse,1.00E-10
830682,Etela-Pohjanmaa,1.00E-10
7532032,Tarnowka,1.00E-10
6539235,Oschiri,1.42E-08
105298,SA-09,1.80E-06
7871959,Langschlag,6.08E-09
6537247,Castelfondo,1.42E-08
6357251,Puente Genil,1.82E-08
6452159,Amberac,1.00E-10
2375989,Tiris Zemmour Region,2.03E-09
6555947,Dautmergen,4.05E-09
6550451,Loehma,1.00E-10
3607645,La Labor,2.03E-08
6425704,Issamoulenc,1.00E-10
6448763,Ardon,1.42E-07
6544268,Gemeente Bernheze,1.00E-10
5253806,Town of Freedom,1.01E-08
7316558,City of Westover,2.03E-09
6360845,"Losa, La",1.00E-10
6446499,Blerancourt,1.00E-10
400744,Rift Valley Province,1.50E-07
4402864,Pemiscot County,6.48E-08
6452295,Aiglepierre,1.00E-10
6547295,Moulay-Yacoub,1.00E-10
6362171,Castromonte,2.03E-09
11154332,Minbya,1.00E-10
8132315,Ljunits,2.03E-09
7175715,Town of Spavinaw,1.00E-10
6430328,Conde-sur-Risle,1.00E-10
11054386,Vir,1.80E-06
6442764,Tuffe Val de la Cheronne,1.00E-10
8132391,Linkoepings Ryd,1.00E-10
7163973,City of Kensington,2.03E-09
7873118,Sankt Marienkirchen an der Polsenz,2.03E-09
6355618,"Mojonera, La",1.00E-10
7162318,Village of Cove Neck,8.10E-09
6540525,Roviano,1.42E-08
6324062,Planaltina,2.43E-08
7170926,City of Union Springs,1.00E-10
6441071,Duntzenheim,2.03E-09
6435693,Varouville,2.03E-09
1157968,Amphoe Ban Dan Lan Hoi,1.00E-10
6320073,Ipaporanga,2.03E-09
5028938,City of Grove City,1.00E-10
7175851,Town of Washington,5.47E-08
6428642,Francheville,2.84E-08
6444123,Fors,1.74E-07
6451647,Bournand,1.00E-10
6556469,Eppenschlag,1.00E-10
6455199,Bourbourg,8.10E-08
6553319,Kottenborn,1.00E-10
9613373,Kaohsiung,1.56E-06
6356586,San Millan de Lara,1.00E-10
6323103,Chapeco,1.00E-10
524894,Moscow,4.49E-05
6446007,Saint-Romain-le-Preux,1.00E-10
6555505,Schwaikheim,2.03E-09
6456156,La Pernelle,2.03E-09
11495576,New Monkland,6.08E-09
6612282,Familly,7.90E-08
5047260,Sibley County,1.56E-07
6424536,Gex,4.37E-07
7670549,Douentza Cercle,1.00E-10
1691537,Province of Romblon,6.28E-08
6446640,Espinasses,1.00E-10
6450403,Asson,1.01E-08
7530734,Powiat nyski,1.00E-10
6552146,Todesfelde,2.03E-09
3681735,Guadalupe,3.38E-06
6435887,Marfaux,8.10E-09
6553629,Rhaunen,1.22E-08
6536981,Castelliri,8.10E-09
5519868,Dallam County,4.46E-08
6556404,Nussdorf,8.10E-09
6547286,Sefrou,1.62E-08
6451502,Mons,2.84E-06
1649989,Kabupaten Barito Utara,1.00E-10
6323992,Israelandia,1.00E-10
1864973,Aso-shi,1.00E-10
11054612,Marina,1.13E-05
5268162,Village of Pulaski,1.22E-08
7161422,City of College Park,2.63E-08
6432640,Saint-Jean-de-Minervois,2.03E-09
1855766,Nakatane Cho,1.00E-10
209610,Province du Maniema,1.00E-10
6551220,Halle (Saale),1.00E-10
7286152,Isone,1.42E-08
6615007,La Grande-Motte,6.08E-09
7318047,City of Leslie,4.05E-09
6454512,Nay,8.32E-07
7173101,City of Cactus,4.05E-09
6426748,Mezerville,2.03E-09
6359517,Bullas,2.23E-08
6430948,Lanhouarneau,6.08E-09
6433243,Miribel-les-Echelles,2.03E-09
6430986,Plomeur,6.08E-09
6448740,Chabons,2.03E-09
6457072,La Balme-de-Thuy,1.00E-10
6553477,Callbach,1.00E-10
6446382,Belleydoux,4.05E-09
11808715,El Picador,1.00E-10
6322287,Ilha Comprida,1.00E-10
7164263,City of Olsburg,1.00E-10
6536957,Palestrina,8.12E-07
8581985,Olinala,1.00E-10
6550382,Milda,3.65E-08
6429072,Ploufragan,8.10E-09
6455550,La Caine,4.05E-09
6356216,Santpedor,8.10E-09
1861279,Itoman Shi,1.00E-10
6430326,Combon,2.03E-09
1718344,Carmen,9.93E-06
6434951,Francescas,4.05E-09
6361196,San Felices,1.01E-08
6433066,Neuille-le-Lierre,1.00E-10
7171403,Town of Midway,6.08E-09
6557560,Wermelskirchen,3.04E-08
7173190,City of Keizer,4.05E-09
6558371,Bad Brueckenau,1.00E-10
7167251,Village of Palisade,1.00E-10
6552990,Menslage,6.08E-09
6320052,Cascavel,1.30E-07
6361014,Mairena del Aljarafe,2.03E-09
7174977,Town of Rochester,2.84E-08
5245385,Town of Belmont,4.25E-08
7175437,Town of Mullin,2.03E-09
7872390,Unzmarkt-Frauenburg,2.03E-09
6435951,Pourcy,1.00E-10
6438357,Mastaing,2.03E-09
6445653,Mont-les-Neufchateau,1.00E-10
409314,Syunik Province,1.42E-08
7732725,Konak,1.15E-07
636347,Somero,3.85E-08
6454249,Possesse,4.05E-09
7165813,Village of Belknap,1.00E-10
6618392,Guines,6.89E-08
6432338,Pineuilh,2.03E-09
7872256,Frauenberg,2.23E-08
6552476,Diekholzen,2.03E-09
7510866,Amphoe Na Tan,1.00E-10
7165141,City of Wilmore,1.00E-10
6557401,Laatzen,2.03E-08
5275594,Town of Theresa,8.10E-09
6360084,Poblacion de Cerrato,1.00E-10
6453685,Vaucelles,4.25E-08
6555282,Loerzweiler,1.00E-10
8131677,Stroevelstorp,1.00E-10
6436237,Maatz,2.03E-09
3032294,Arrondissement de Blaye,1.00E-10
11153387,Orlinovskiy munitsipal'niy okrug,1.00E-10
1789164,Gaobeidian Shi,1.00E-10
7169776,City of Cochran,1.00E-10
6427184,Damblainville,4.05E-09
6449391,Baune,2.43E-08
6426408,Foucheres,1.00E-10
6556997,Ebelsbach,2.03E-09
6546349,Amejjaou,1.00E-10
6539291,Musei,1.26E-07
10400626,Sapahaqui Municipality,1.00E-10
6436370,Vaux-sur-Saint-Urbain,1.00E-10
6539700,Bardi,3.16E-07
6455852,Le Frechet,1.00E-10
1861304,Itano Cho,1.00E-10
6556716,Friedenfels,2.03E-09
1848086,Yukuhashi Shi,1.00E-10
7169645,City of Bowling Green,1.22E-08
11071791,Maccagno con Pino e Veddasca,1.00E-10
11239476,Rio Azul,1.42E-08
7172924,City of Amity,4.05E-09
7165325,Village of Carrollton,1.00E-10
2036965,CN-23,1.54E-07
6433245,Moidieu-Detourbe,1.00E-10
6457154,Le Fenouiller,1.00E-10
6443308,Longueville-sur-Scie,4.05E-09
7166985,Village of Merrill,2.03E-09
7873656,Rettenschoess,1.00E-10
6558675,"Absberg, Markt",1.00E-10
2717999,Danderyds Kommun,1.00E-10
6436031,Somme-Yevre,1.00E-10
7174649,City of Warm River,1.00E-10
7532609,Ostrowek,1.00E-10
8133356,Vendel,1.64E-07
6617802,Le Sequestre,4.05E-09
6430263,Veaunes,2.03E-09
6454248,Poix,1.01E-07
2661739,Appenzell Outer Rhodes,8.10E-09
7872427,Radmer,8.10E-09
7163890,City of Minneola,4.05E-09
6436502,Saint-Poix,1.00E-10
5231242,City of Salem,1.13E-07
6443841,Saint-Remy-la-Vanne,1.00E-10
6547292,Al-Haouz,1.00E-10
1687836,City of Santiago,1.78E-07
6444416,Esclainvillers,1.00E-10
6538520,Esanatoglia,1.01E-08
1904955,Huyen An Minh,1.00E-10
7163013,City of Conway Springs,1.00E-10
11239237,Tres Equis,1.00E-10
8631479,Goeksun Ilcesi,1.00E-10
7285925,Gland,4.25E-06
7873440,Siegersdorf bei Herberstein,2.03E-09
7602636,Leinefelde-Worbis,1.42E-08
6436371,Vecqueville,1.00E-10
7171467,Town of Napier Field,1.00E-10
6540657,Brandizzo,1.01E-08
6454520,Campan,5.87E-08
6361602,Rubielos de la Cerida,1.00E-10
5274698,Village of Stockbridge,4.05E-09
6615768,Le Lac-d'Issarles,1.00E-10
5258828,Village of Kohler,4.05E-09
6558025,Ellwangen (Jagst),1.00E-10
3506189,Provincia de El Seibo,1.00E-10
6357866,Castejon de Henares,1.00E-10
4383206,Dade County,8.81E-07
5082520,Town of Acworth,8.10E-09
6614155,Congenies,1.00E-10
1624916,Kota Bandar Lampung,1.00E-10
6427947,Epargnes,1.00E-10
7167232,Village of Ostrander,1.00E-10
11494899,Liguanea,4.05E-08
6542719,Cortino,4.25E-08
6451101,Baromesnil,1.00E-10
6433034,Lerne,2.63E-08
3923228,Provincia Belisario Boeto,1.00E-10
6613618,Baigneaux,8.10E-09
1719685,Camiling,6.89E-08
1642569,Kabupaten Jeneponto,1.00E-10
6426895,Verdun-en-Lauragais,1.00E-10
6615959,Aussac-Vadalle,2.03E-09
6440017,Domaize,1.00E-10
6451403,Bruniquel,3.24E-08
6550276,Pfiffelbach,1.00E-10
2383650,Ouham-Pendé,1.82E-08
6442775,Villaines-sous-Malicorne,1.00E-10
8299732,Marsaxlokk,1.13E-07
7166409,Village of Deer Park,2.03E-09
6428855,Saint-Leger-Triey,1.00E-10
2029669,Ömnögovi Province,1.00E-10
6430845,Poisvilliers,4.05E-09
8131723,Maria Magdalena,1.98E-07
6443100,Bordeaux-Saint-Clair,1.00E-10
7166433,Village of Divernon,8.30E-08
6356153,Mollet del Valles,1.00E-10
6557142,Kuehlenthal,2.03E-09
3495099,Pedro Santana,1.00E-10
1270648,Gurdaspur,1.07E-07
6446699,Daluis,2.03E-07
6453700,Fleac,4.05E-09
6554102,Steinsberg,1.00E-10
7285233,Bex,2.03E-09
6319644,Araguana,2.07E-07
6548467,Meiersberg,1.22E-08
11495678,Warsop,1.00E-10
3603258,Proteccion,8.71E-08
7532746,Klembow,6.08E-09
6615885,La Bazoque,1.00E-10
6433975,Saint-Vincent-de-Tyrosse,8.10E-09
2112301,Kawachi-machi,1.01E-08
2451184,Sikasso Region,1.00E-10
6432609,Roqueredonde,2.03E-08
6319405,Floresta Do Araguaia,2.03E-09
1729358,Badoc,1.00E-10
6429024,Moncontour,1.42E-08
7285517,Cimadera,3.65E-08
6437550,Guessling-Hemering,1.01E-08
7872773,Moelbling,1.00E-10
6556995,Breitbrunn,1.00E-10
6450295,Beaumetz-les-Aire,4.05E-09
8347485,Ingwe,1.00E-10
2508226,Wilaya de Ain Defla,2.43E-08
6446852,Arvigna,1.00E-10
4036647,Eastern Division,1.00E-10
7871776,Geras,1.36E-06
6425803,Saint-Genest-Lachamp,8.71E-08
6358733,Villablino,1.00E-10
6540750,Palagianello,2.03E-09
6538250,Albettone,2.03E-09
7170790,City of Savannah,6.08E-09
6614345,Brion,7.29E-08
6322750,Cruz Machado,1.03E-06
1484840,Sirdaryo,4.05E-09
6550624,Velten,2.23E-08
6538801,Villamaina,3.24E-08
6456728,La Bigne,4.05E-09
6322645,Valinhos,1.42E-08
6450976,Bessans,7.70E-08
6451328,Berny-en-Santerre,8.10E-09
7175160,Town of Hendrix,1.00E-10
7166853,Village of San Jose,1.00E-10
10942661,Geestland,1.00E-10
7317500,Village of Lake in the Hills,1.22E-08
6557168,Ziertheim,2.03E-09
7175075,Town of Friendship,2.03E-09
6940764,Tarim,2.84E-08
6448285,Blagnac,6.20E-07
6614639,Labatut,7.49E-08
1714513,Dolores,1.01E-08
6541552,Mongiuffi Melia,3.10E-06
6361504,Cubla,1.82E-08
6319558,Goianorte,1.01E-08
6456709,La Capelle-Bleys,2.03E-09
8632532,Orhangazi Ilcesi,1.00E-10
1833760,Ulju-gun,1.00E-10
3582676,Belize District,1.22E-08
75257,Hamdan,3.65E-08
10400553,Llallagua Municipality,5.65E-07
7285478,Chatelat,1.00E-10
7285958,Grandcour,1.00E-10
3118528,Provincia de Leon,8.10E-09
11495297,Grange,1.00E-10
7175936,Village of Cimarron,5.63E-06
3170081,Porto Mantovano,2.03E-09
7164440,City of Richmond,1.22E-08
7531767,Lutowiska,4.64E-07
7167524,Village of Stonefort,6.08E-09
6436711,Liverdun,1.00E-10
3689982,Amazonas,1.82E-08
5768102,City of Presho,1.14E-06
1856195,Nagaoka Shi,1.00E-10
7871550,Guettenbach,1.00E-10
7839415,Woorabinda,1.00E-10
6548443,Altwarp,2.23E-08
6356860,Santa Ana,6.08E-09
6357536,Tinajas,2.80E-06
4321759,De Soto Parish,1.22E-08
6431948,Lahas,6.89E-08
6361566,Moscardon,1.00E-10
6612710,Saint-Martin-des-Landes,1.00E-10
6540766,Miggiano,1.00E-10
7172765,Village of Tobaccoville,4.05E-09
6443126,Calleville-les-Deux-Eglises,1.00E-10
2112916,Funagata-machi,1.00E-10
7303509,Namu Atoll,1.00E-10
6449929,Bettborn,1.01E-08
6361325,el Masroig,1.22E-08
3239073,Borovnica,4.05E-09
6356057,Bellprat,3.65E-08
6453881,Suze,4.05E-09
7174237,City of Lapwai,3.99E-07
7871998,Neumarkt im Muehlkreis,1.00E-10
11049509,Velika Kopanica,1.00E-10
877744,Mtwara Region,8.10E-09
5092345,Town of Sanbornton,2.84E-08
6449881,Amanvillers,1.00E-10
2111854,Mobara Shi,6.08E-09
6356041,Alella,1.00E-10
6424401,Merobert,1.42E-08
6616358,Pont-de-Buis-les-Quimerch,1.00E-10
6546192,Alhamra,1.00E-10
7170449,City of Young Harris,2.23E-08
7172874,City of Clifton,1.00E-10
10109411,Corregimiento Barrio Norte,1.01E-08
7531402,Plonsk,1.00E-10
7167059,Village of Morristown,1.62E-08
6454944,Bethmale,1.01E-08
3333234,Perth and Kinross,1.00E-10
7165289,Village of Cairo,5.79E-07
6436549,Coincourt,1.00E-10
6614556,La Turballe,2.03E-09
7287026,Sainte-Croix,4.05E-09
6541065,Castelraimondo,1.62E-07
8133182,Roera,1.42E-08
6444721,Sailly-Flibeaucourt,2.03E-09
6319276,Acrelandia,1.00E-10
6319557,Fortaleza Do Tabocao,1.00E-10
4813934,Mason County,1.00E-10
6447438,Boulleret,5.97E-07
6360867,Navalilla,2.03E-09
6428314,Tendron,2.03E-09
6930710,Hauts-Bassins,2.03E-09
6361564,Monterde de Albarracin,8.10E-09
7163509,City of Edgar Springs,1.00E-10
6357188,Villar del Pozo,1.00E-10
6425186,Rocourt-Saint-Martin,4.05E-09
6454247,Oger,1.00E-10
2429323,Lac,5.06E-08
2956447,Ammerbuch,4.82E-06
6555415,Deizisau,1.22E-08
6424618,Peron,4.05E-09
6426814,Rennes-le-Chateau,4.94E-07
6448252,Auriac-sur-Vendinelle,7.29E-08
7872051,Hargelsberg,2.03E-09
3675578,Mallama,2.03E-09
7175282,Town of Lakeview,2.03E-09
6427457,Saint-Loup-de-Fribois,6.08E-09
6449837,Calan,4.05E-09
4823985,Summers County,1.80E-07
6355332,Jorquera,6.89E-08
6427438,Saint-Germain-du-Pert,1.82E-08
6542445,Torre Mondovi,6.08E-09
6555117,Konken,1.00E-10
6447713,Chard,4.05E-09
3154556,Gulen,5.25E-07
7532042,Jezewo,4.46E-08
7533033,Swiatniki Gorne,1.00E-10
8132306,OEstuna,1.00E-10
7839672,Hobart,1.00E-10
6431878,Villaries,6.27E-06
7166857,Village of Sarahsville,1.00E-10
7285451,Celigny,1.00E-10
6618203,Sainte-Croix-Volvestre,2.03E-09
2735941,Porto,4.05E-09
6455212,Chamalieres,8.01E-06
4640041,Maury County,8.10E-09
7873643,Waidring,1.30E-07
6457178,La Celle-Saint-Cyr,4.05E-09
6324227,Flores,2.03E-09
6323241,Quilombo,5.10E-06
6441108,Furdenheim,1.19E-07
6615811,Sury,2.03E-09
8132487,Ovansjoe,1.82E-08
6616106,Caouennec-Lanvezeac,1.00E-10
7873114,Alkoven,1.00E-10
6449498,Bricqueville-la-Blouette,2.03E-09
7174044,City of Palmhurst,2.03E-09
6428649,Gergueil,1.00E-10
6319167,Quixelo,2.03E-09
7169425,City of Evening Shade,1.00E-10
863892,Opstina Mavrovo i Rostusa,1.00E-10
6549944,Tottleben,1.00E-10
6428490,Uzerche,1.00E-10
6445072,Sollies-Toucas,3.04E-08
8224057,Kabupaten Nias Selatan,1.00E-10
6355507,"Vall d'Alcala, la",1.00E-10
7173996,City of Oakley,1.00E-10
6323006,Sertanopolis,4.05E-09
7873270,Voecklamarkt,1.00E-10
6362688,Villardondiego,1.00E-10
7163729,City of Maysville,2.03E-09
6690393,Sainte-Anne,2.03E-09
6615637,Val-Revermont,2.11E-07
3834360,Departamento de Tinogasta,1.00E-10
6542247,Contursi Terme,1.00E-10
4430705,Humphreys County,4.05E-09
6428602,Drambon,1.28E-07
6599410,Beilin Qu,2.03E-09
1857710,Makurazaki Shi,1.00E-10
6442572,Evaille,1.00E-10
5090467,Town of Northumberland,1.00E-10
863906,Tearce Municipality,2.03E-08
6558257,Schnaittenbach,6.08E-09
6429542,Sainte-Foy-de-Longas,2.03E-09
6454314,Toul,2.03E-09
6359291,Getafe,4.94E-07
7470892,Nakai Machi,3.48E-07
1680175,Uson,1.00E-10
6356395,Cascajares de la Sierra,2.43E-08
6547728,Niederer Flaeming,1.00E-10
6430023,Valentigney,1.00E-10
6361497,"Codonera, La",8.10E-09
6435295,Saint-Laurent-de-la-Plaine,1.00E-10
6539639,Miane,1.00E-10
6554723,Beuren (Hochwald),2.03E-08
6546795,Boulaouane,1.00E-10
6616799,Saint-Pal-de-Chalencon,1.00E-10
7873531,Bierbaum am Auersbach,1.00E-10
6539572,Fossano,4.05E-09
7531878,Aleksandrow Kujawski,5.87E-08
7166107,Village of Lake Orion,1.00E-10
6448558,Coesmes,4.05E-09
8632427,Cesme Ilcesi,1.00E-10
1720276,Calinog,1.00E-10
6533965,Sa Pobla,3.04E-08
3701729,Corregimiento Rovira,1.01E-08
3336293,Bezirk Steglitz-Zehlendorf,1.00E-10
6439032,Villeneuve-sur-Verberie,1.00E-10
6540278,Monte Compatri,1.00E-10
7413150,Yamaga Shi,2.03E-08
6543671,Cremella,1.00E-10
8133014,Hemsoe,1.42E-08
3688536,Departamento de Boyaca,1.00E-10
6360281,Aldeatejada,1.00E-10
7166695,Village of Potsdam,6.08E-09
7161694,Village of Lake George,1.22E-08
6613509,Nanteuil,1.82E-08
8632495,Doertdivan Ilcesi,5.06E-08
6537256,Fai della Paganella,1.00E-10
3147714,Lesja,1.22E-08
6426256,Montesquieu-Avantes,1.36E-07
6447787,Bussiere-Badil,1.00E-10
6548746,Schoenwoelkau,1.00E-10
9782168,Bride,1.00E-10
6424538,Gorrevod,1.23E-05
7532998,Rabka-Zdroj,6.08E-09
7316889,City of Delphos,1.00E-10
7171966,Town of Tinsman,1.00E-10
6553942,Niedert,1.00E-10
8304634,Amphoe Mai Kaen,1.00E-10
7285028,Aeschi bei Spiez,1.00E-10
6537130,San Colombano al Lambro,2.03E-09
