geoname_id,synonym,word_likelihood
4930390,Berkshire,3.04E-08
5853356,Puʻunēnē,8.16E-06
4676206,Brenham,2.55E-06
4227128,Trion,2.57E-07
5139050,Southfields,4.27E-07
5383465,Pittsburg,1.54E-07
3109981,Santa Coloma de Gramenet,1.74E-06
4402011,Oregon,1.42E-08
5533741,Wildorado,4.54E-05
4300492,Means,1.01E-08
4238104,Fairmont City,0.000175358
5754005,Springfield,3.04E-08
5289156,Central,1.88E-05
2521978,Alicante,0.000287726
4156752,Gifford,4.69E-06
4136153,White Hall,1.32E-06
4143821,Nassau,3.00E-06
4926353,Shelby,3.06E-07
4971302,Marshfield,6.93E-06
5408400,Westley,5.61E-06
4853908,Dexter,9.72E-07
4489211,Roxobel,3.48E-07
4368120,Saint Leonard,5.79E-06
5189457,Fenelton,1.82E-08
5189900,Fogelsville,1.17E-07
4832643,Deep River,4.05E-09
5007804,Royal Oak,8.91E-08
4723422,Rockport,5.33E-07
4282812,Auburn,1.03E-06
4959373,Brookton,8.06E-07
4740500,Weir,9.02E-06
3122280,Fontecha De La Peña,9.92E-08
5229271,Lennox,7.08E-06
5003212,Nahma,1.00E-10
5582371,Steamboat Springs,4.66E-06
5374671,Moraga,4.66E-08
7261074,Chilcoot-Vinton,2.25E-07
5519254,Colorado City,2.96E-07
5126839,Middlesex,6.08E-09
5261661,Maple Grove,3.00E-07
4960358,Casco,1.09E-05
5264038,Muscoda,4.76E-07
4839292,New Britain,8.87E-07
5120818,Hillsdale,4.66E-08
5096031,Brownville,1.64E-06
5099133,Hoboken,1.20E-06
4705349,Laredo,1.50E-06
4746535,Belmont,2.33E-07
5417041,Cimarron Hills,3.06E-06
4686765,Douglass,2.09E-06
4280328,Tampa,7.24E-06
5148739,Burkettsville,1.01E-08
4486609,Prospect Hill,2.85E-06
5031596,Island View,1.49E-05
4151157,Citrus Park,1.82E-08
4693003,Garland,2.53E-07
4073383,Livingston,4.05E-08
4160100,Jasmine Estates,3.44E-08
5125817,Manorville,7.21E-06
4868070,Moulton,8.52E-06
4329317,Jonesville,8.10E-09
2514203,Mancor de la Vall,1.11E-07
4281116,Wakefield,1.38E-06
4859973,Hartwick,2.37E-07
4344697,Vivian,4.05E-09
5391959,San Francisco,5.61E-06
4377092,Big Spring,3.54E-07
4902382,Minonk,5.08E-06
4224696,Stockton,7.13E-05
4445789,Sherard,4.11E-07
4921830,Indian Village,1.82E-08
5707166,Paradise Valley,5.07E-06
5199886,Marion Center,1.68E-07
4556335,Aspers,4.90E-07
3029748,Brunoy,3.34E-07
5427336,Kim,4.66E-08
5410144,Winton,3.44E-08
4993415,Freeport,3.04E-08
5100399,Leonia,3.80E-05
5094304,Waterville Valley,1.51E-06
2999031,Leuhan,1.73E-06
5832901,Mountain View,2.43E-07
5205385,Penn Lake Park,1.03E-07
5149390,Casstown,1.01E-08
4753153,Clifton,2.06E-06
4877282,Spring Hill,1.22E-08
5445891,Ludell,3.24E-08
4261550,Montgomery,7.33E-06
4522873,Rosemount,9.76E-07
4641562,Midway,2.03E-09
4715808,Oak Grove,2.24E-05
4219374,Rock Spring,2.33E-07
3126835,Campdevànol,1.29E-05
4276676,Olmitz,9.11E-07
4944234,Minot,6.28E-08
4396589,Luebbering,1.00E-10
5132045,Porter Corners,1.22E-08
4267654,Argonia,1.39E-06
5406720,Volcano,1.01E-08
5191695,Granville Summit,8.10E-09
4785473,Shipman,9.11E-08
4927380,Twelve Mile,4.54E-05
4994338,Grand Junction,1.18E-05
4441555,Pittsboro,6.08E-09
5093669,Tilton,6.66E-07
5778850,Neola,1.34E-07
5162512,Medina,1.07E-06
5246849,Brooklyn,1.66E-07
4367175,Williamsburg,8.51E-07
5260576,Little Suamico,4.25E-08
5318320,Tucson Estates,6.90E-06
5092018,Rye,2.99E-05
4686085,Deweyville,4.10E-06
3036117,Aumale,1.42E-08
7262527,Whetstone,4.05E-09
5095545,Belle Mead,4.75E-06
4679437,Castle Hills,4.66E-08
6331911,Helena-West Helena,1.98E-07
5055812,La Belle,5.71E-07
4161254,Lake Helen,1.62E-08
5601827,Murphy,5.06E-08
4962481,Detroit,2.03E-08
4085413,Randolph,7.72E-07
4401940,Olney,6.48E-08
4461566,Como,2.19E-05
5133797,Richford,4.56E-05
5112399,Chenango Forks,1.02E-05
4376711,Bethel,1.19E-06
4376877,Beverly Hills,5.16E-06
5251436,Eau Claire,1.22E-07
4805087,Ellenboro,3.65E-08
4924543,Ossian,3.36E-06
5665707,Melstone,5.10E-06
5154880,Fort Seneca,1.05E-06
4047876,Parrish,2.61E-06
5226873,Chelsea,4.66E-08
5490242,Santa Cruz,5.25E-07
5696961,Lebanon,1.42E-08
4878123,Swedesburg,4.05E-09
4083697,Pinson,1.92E-06
5034299,Le Center,1.43E-05
5277002,Valders,9.17E-06
4754712,Crimora,2.18E-05
4807310,Grafton,1.22E-08
4822302,Sinks Grove,2.29E-07
4488587,Rockingham,3.04E-08
5317663,Tolleson,4.05E-08
5081041,Valparaiso,2.84E-08
2985034,Puteaux,3.50E-06
5871052,Uzinki,4.05E-09
3128948,Ballobar,2.69E-06
4326320,Gray,1.24E-07
4169510,Quincy,1.39E-06
5469174,Gila,1.86E-07
4312923,Wellington,1.00E-10
4346371,Wilson,8.10E-09
5240141,Randolph Center,3.28E-05
4670866,Angleton,8.35E-06
5233143,Addison,1.48E-06
5536953,Circleville,1.87E-05
4863326,Kensett,6.95E-05
4542630,Meno,1.22E-08
5227704,Fairview,3.12E-07
5336121,Cherokee Strip,4.05E-06
4349203,Boyds,2.59E-07
4907262,Reddick,1.26E-07
5160310,Lakeville,4.29E-07
5642341,Brusett,2.58E-06
4199055,Hannahs Mill,7.49E-08
4469979,Harmony,2.00E-07
5661677,Larslan,2.88E-07
4844893,Voluntown,7.41E-07
4535783,El Reno,6.08E-09
4825800,Valley Head,8.10E-09
5807678,Quilcene,1.83E-05
5559753,Big Lagoon,1.01E-08
4136853,Wiseman,6.28E-08
5492051,Solano,1.54E-07
5110161,Brighton Beach,5.06E-08
4082686,Perdido,4.25E-08
5103512,Rosemont,3.85E-08
4919621,Delong,1.72E-06
5791801,Dash Point,1.37E-06
4157661,Gulf Hammock,5.67E-07
4536283,Fay,5.14E-07
4063182,Fredonia,1.06E-06
4860046,Havelock,4.13E-07
5235712,East Hardwick,2.23E-08
5405878,Ventura,1.22E-08
5877208,Unalaska,3.29E-06
5699454,Seneca,6.62E-07
4853392,Danville,1.10E-06
5200671,Mechanicsville,1.42E-08
4392028,Iron Gates,4.67E-06
4059990,Eastaboga,3.36E-07
4286361,Busy,5.48E-06
3027345,Chambray,2.66E-06
4450347,Water Valley,3.71E-07
5178501,Armbrust,2.53E-07
4595569,Shell Point,3.04E-08
4117784,Lafe,1.62E-05
5255726,Haugen,3.65E-08
4928096,West Lafayette,1.68E-07
5750831,Scio,6.48E-08
7174365,City of Sammamish,2.23E-08
5552331,Welch,5.06E-08
4470940,Hiddenite,5.16E-07
4447158,State Line,4.23E-07
5081666,West Point,1.52E-07
5214175,Stiles,1.82E-08
4528026,West Manchester,5.51E-06
5120131,Hartford,2.43E-08
5831275,Lucerne,4.54E-06
4427784,Glendora,4.88E-06
4815582,Mount Hope,2.36E-06
4998476,Lacota,4.66E-08
5380378,Pacific Palisades,1.11E-05
4505603,Ava,1.95E-06
5244407,Avoca,4.07E-07
5008920,Sandusky,5.39E-07
4272782,Hays,1.22E-08
4690137,Fannin,4.41E-07
4517557,Marble Cliff,3.09E-06
4333993,Mound,3.36E-06
5160166,Lake Milton,7.13E-07
4907143,Rapids City,1.63E-06
5551134,Ali Chuk,2.76E-06
5060290,Manvel,6.44E-07
5134479,Round Lake,5.67E-08
3030257,Brétigny-sur-Orge,8.24E-06
5567687,McCloud,1.42E-08
4811651,Layland,1.03E-07
4448723,Trebloc,1.00E-10
4593253,Rockville,1.11E-07
4693749,Glidden,4.84E-07
5772581,Cedar Hills,8.07E-06
4208442,McDonough,1.18E-06
4706088,Liberty,2.03E-08
5864637,Iliamna,1.22E-08
5120990,Holcomb,1.58E-06
4704156,La Salle,3.12E-07
5354591,Guadalupe,7.90E-08
8479427,Phoenix Lake,1.57E-06
5101873,North Arlington,3.34E-05
5168744,Rudolph,1.50E-07
4684570,Cuevitas,7.49E-07
5123809,Lake Katrine,4.90E-06
5585377,Bern,3.38E-06
5074347,Obert,6.08E-09
5011900,Tawas City,1.42E-07
5099702,Interlaken,6.81E-06
4156404,Gainesville,8.10E-09
4167519,Palm Beach Gardens,2.43E-08
5113790,Cortland,4.91E-06
5061134,Robinson,5.87E-08
5141528,Tuckahoe,4.66E-08
4353087,Derwood Experimental Laboratory,4.74E-07
5803482,Mill Plain,2.99E-06
5843997,Gold Beach,2.03E-07
4152881,Daytona Beach Shores,1.07E-06
5281850,Ballouville,3.37E-05
5340160,Covelo,8.52E-06
5815538,West Lake Sammamish,3.32E-07
4830968,Babbie,1.00E-10
4809644,Idamay,1.62E-08
5102940,Princeton Junction,1.60E-07
4553426,Tullahassee,3.04E-08
4846339,Adair,4.05E-09
4295776,Independence,6.89E-08
4556766,Brier Hill,1.22E-08
4555423,Wilburton,3.85E-08
4203466,Junction City,4.05E-09
5729080,Grants Pass,8.71E-08
5159814,Kirtland Hills,2.23E-08
4368834,Sandy Spring,1.97E-06
5131826,Poestenkill,7.59E-05
5521653,Fluvanna,6.28E-08
3031871,Bolbec,7.49E-08
4521880,Powhatan Point,4.31E-07
4770739,Lottsburg,2.67E-07
5300844,Keams Canyon,2.03E-08
4485295,Pinetown,7.70E-08
4580931,Hamer,7.70E-08
4268012,Beaumont,1.60E-07
4574550,Chesterfield,2.84E-08
4757915,Evergreen,1.62E-08
4251958,Venice,4.05E-09
4231567,Winterville,2.84E-08
5802220,Malden,9.32E-08
4389757,Harwood,1.15E-06
7315429,Birch Hill,6.08E-06
4941856,Lenox Dale,3.87E-06
5112297,Charlotteville,6.39E-06
4858687,Gowrie,2.27E-05
4922284,Kewanna,1.13E-07
4517707,Martinsville,1.65E-06
4445277,Schlater,1.70E-06
3019113,Falaise,6.08E-08
4356082,Gibson Island,8.10E-09
4351352,Chevy Chase Village,9.32E-08
4385440,Ellington,5.97E-07
4273441,Iola,1.01E-08
4155000,Fern Park,1.24E-06
4914065,Triumph,1.22E-08
5112972,Clinton,6.14E-07
4182664,Between,4.25E-08
4576573,Dentsville,2.63E-08
4711647,Mineral Wells,3.61E-06
4325424,Galliano,4.54E-07
5230092,Northville,2.23E-08
4047568,Gepp,1.21E-05
4911825,South Barrington,2.76E-05
4143696,Millville,0.00083801
4150340,Cedar Grove,1.42E-08
5744253,Oregon City,1.92E-07
4501210,Chesilhurst,3.00E-07
4789706,Toano,3.16E-07
4537289,Frederick,1.22E-08
4971253,Mars Hill,5.06E-08
4518834,Mount Carmel,6.52E-07
5371732,McKittrick,5.35E-07
4389821,Hawk Point,5.57E-07
4237956,Enfield,5.27E-08
5003038,Muir,6.89E-08
5153628,Fairpoint,4.85E-05
4708138,Lovelady,3.83E-07
4709796,McAllen,1.40E-06
5130402,Palenville,1.70E-07
4447161,Starkville,1.82E-08
5290007,Clarkdale,3.88E-06
5029873,Hendrum,3.83E-06
4291187,Emmalena,4.25E-08
4433016,Latimer,9.32E-08
5246343,Boaz,5.37E-07
5236015,Fairfield,7.70E-08
4269609,Claflin,2.69E-07
4062312,Five Points,7.70E-08
4653061,Riddleton,2.03E-08
5445917,Manter,1.00E-10
4058971,Dodge City,1.71E-06
4979141,South Casco,7.23E-07
5017185,Barnesville,6.53E-06
4181936,Belvedere Park,2.31E-07
4495169,Toast,1.65E-06
4240772,Hindsboro,4.05E-09
5330427,Boyes Hot Springs,1.62E-08
4890663,Edelstein,8.65E-07
4803412,Crum,8.10E-09
4269140,Cassoday,2.57E-07
4881433,West Liberty,2.23E-08
5776692,Kamas,7.09E-07
4626617,Grimsley,3.73E-06
5085913,Epping,1.22E-08
5173237,Strongsville,8.10E-09
4961976,Cushing,3.28E-07
5380571,Palermo,2.24E-05
5201918,Morgan,4.58E-07
5120825,Hillside,1.82E-08
5350351,Fowler,3.89E-07
4993213,Fostoria,6.08E-08
5076592,Rulo,2.51E-07
4756109,Doe Hill,1.93E-06
4531627,Buffalo,1.28E-07
7315192,Acalanes Ridge,2.25E-06
5186266,Dallas,5.80E-06
5038980,Nelson,3.58E-05
7259480,Saginaw Township North,3.99E-06
4347839,Ballenger Creek,7.73E-06
4929657,Baldwinville,1.70E-07
5244570,Baldwin,5.06E-08
4306486,Rockhouse,6.08E-09
4828616,Mount Vernon,2.98E-05
5205704,Perryopolis,2.03E-09
4299728,Mammoth Cave,3.87E-05
5219659,Wilmore,3.71E-05
10124104,US Post Office Fullerton,8.10E-09
5134800,Sag Harbor,2.43E-08
5164151,Negley,2.43E-08
4504811,Westville,1.58E-05
5516139,Alanreed,7.29E-08
2996711,Maillane,2.62E-06
4554812,Watson,4.86E-08
5166576,Pettisville,4.09E-07
5232557,Valley Springs,2.45E-07
4337272,Pine Prairie,1.00E-10
4066492,Hatchechubbee,2.73E-07
4183463,Bloomingdale,1.42E-07
4959497,Bryant Pond,5.59E-07
4047120,Raleigh,1.22E-08
5281639,Ashford,4.05E-09
4898471,Kilbourne,2.05E-05
4339520,Saint Bernard,2.43E-08
5125011,Lockport,1.38E-07
5418552,Cripple Creek,1.62E-08
5832767,Moran,2.03E-09
5130102,Otisville,6.60E-07
5130519,Parc,1.22E-08
5219271,Whitehall,6.37E-06
4524794,Sinking Spring,3.41E-06
5277876,Washington,1.96E-07
2524361,Lucca Sicula,2.82E-07
5333282,Cameron Park,8.06E-07
4339934,Saint Joseph,5.08E-07
4095369,Summerfield,4.83E-06
5027715,Garvin,1.24E-07
4064020,Geraldine,2.91E-06
4911387,Shirley,9.11E-07
5559327,Bayview,2.57E-06
5282617,Bolton,7.90E-08
5114666,Deansboro,0.00018551
5750931,Scottsburg,5.57E-06
4337436,Plaquemine,1.42E-08
5250897,Dresser,1.05E-07
5209225,Roxbury,1.73E-06
5380668,Palm Springs,9.30E-07
4813746,Marianna,1.22E-06
4900416,Long Grove,1.25E-06
4569793,Awendaw,2.74E-06
4843302,South Lyme,1.15E-05
5659474,Jardine,1.22E-06
4482916,Oak Island,9.80E-06
4937751,Gill,1.82E-08
4956462,Acton,1.54E-07
4271678,Fort Dodge,1.19E-07
3036433,Aubagne,1.26E-06
5184541,Clearfield,1.68E-06
4329308,Jonesboro,2.35E-06
4853059,Cresco,7.51E-07
5693459,Bayard,1.32E-07
5151117,Copley,4.66E-08
4989535,Cooks,2.03E-09
5025910,Evan,2.39E-06
5868684,Mekoryuk,2.21E-07
5666163,Mildred,9.03E-06
4843811,Stratford,3.32E-06
4425862,Eupora,3.50E-07
3130264,Alòs de Balaguer,5.06E-08
5168085,Richwood,1.73E-06
4271199,Everest,6.37E-06
5860524,Delta Junction,7.70E-07
4830427,Rossburg,8.00E-07
4772735,Merrifield,1.38E-07
5319477,Vernon,1.51E-06
5519942,Dawn,1.72E-06
4335437,North Hodge,2.43E-06
4263307,Poseyville,6.34E-06
4420753,Carson,4.05E-08
4517157,Lowell,2.87E-06
4251593,Tuscola,5.74E-06
4986888,Breckenridge,3.04E-08
5111721,Castile,1.00E-10
5731777,Hood River,1.96E-07
5720593,Corbett,3.74E-06
5209303,Rural Ridge,1.38E-07
5185465,Cornwall,3.24E-08
4150118,Carrollwood Village,2.17E-07
4627983,Harrison,1.30E-05
5175072,Vermilion,2.67E-05
4281640,Westwood Hills,8.10E-09
4580329,Gray Court,3.24E-08
5787094,Beverly,1.10E-05
5073965,Norfolk,7.73E-06
4156844,Glencoe,3.46E-07
4548769,Quay,8.00E-07
4826592,Wayne,7.74E-06
5178166,Almedia,3.69E-07
5256232,Highland,3.19E-06
4212992,North Decatur,6.08E-09
4973778,Northfield,1.55E-05
5400159,Sunset Beach,2.43E-08
4376462,Bellflower,2.60E-05
5805838,Oroville,1.62E-06
5426470,Jaroso,2.23E-08
7315182,Rancho Mesa Verde,1.42E-08
5147302,Bethesda,1.11E-05
4890536,East Moline,3.10E-05
2521534,Artà,1.04E-06
4756598,Duffield,4.18E-06
4051288,Booth,3.87E-05
4699666,Iago,1.62E-08
4552746,Tamaha,1.61E-05
5532084,Tarzan,1.22E-08
4303861,Pembroke,1.93E-06
4095415,Vestavia Hills,4.09E-07
5826559,Green River,4.56E-07
5364663,Lake San Marcos,4.13E-07
5110176,Brinckerhoff,1.22E-08
4390914,Holden,1.00E-10
4489350,Ruth,2.32E-06
4508506,Choctaw Lake,7.70E-08
4715101,North Escobares,0.000276408
5682364,Three Forks,6.28E-07
4981722,Vanceboro,1.16E-05
5212312,Simpson,8.20E-07
4955019,West Millbury,2.43E-08
4315392,Banks Springs,4.77E-06
5074558,Orchard,5.12E-06
5087559,Hollis,1.36E-07
4161195,Lake Clarke Shores,3.41E-06
4503944,Salem,1.30E-06
5177950,Albrightsville,1.22E-08
4402610,Patterson,9.72E-08
4923444,Mellott,8.80E-06
5078792,Seward,1.74E-05
4200849,Hogansville,1.01E-08
5830380,Linch,6.08E-09
5187506,Duncannon,1.78E-07
5111547,Carlisle,7.70E-08
5020068,Cambridge,2.02E-05
4315845,Bayou Gauche,4.05E-09
4715915,Oak Leaf,1.00E-10
2514741,Los Cristianos,6.41E-06
4132548,Strawberry,2.45E-06
5062676,Abie,2.43E-08
4721405,Ranchitos Las Lomas,1.24E-05
5191335,Glenshaw,4.05E-09
4137457,Adams Morgan,1.01E-05
5649667,Dupuyer,1.42E-08
4107802,De Queen,2.24E-06
5457146,Berino,2.43E-08
5152599,East Cleveland,2.84E-08
4501919,Gibbsboro,2.27E-07
4157509,Greenwood,7.72E-06
4924014,Munster,6.42E-05
4123271,Nashville,6.08E-09
5183109,Canadensis,2.05E-06
5272776,Seymour,1.30E-07
5870498,Nunam Iqua,5.53E-06
5243886,Amherst Junction,9.32E-08
4449204,Union Church,5.07E-06
4391585,Hunnewell,1.22E-08
4761951,Great Falls,2.63E-08
4885597,Brighton Park,1.22E-07
4365659,Pleasant Grove,1.62E-08
5056900,Powersville,7.09E-08
4723853,Rose City,6.08E-09
3123351,Santa Maria de Besora,2.09E-07
4529499,Arnett,3.65E-08
